objectid,parentid,filename,title,creator,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
cnr049,,ug92_box9_folder108_cfwrbuilding1996.jpg,"College of Forestry, Wildlife and Range Sciences Building",,1996,1996,"A photo of the College of Forestry, Wildlife and Range Sciences Building.",natural resources; forestry; black-and-white photographs; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); building history research; local histories; architectural history,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box9_folder108_cfwrbuilding1996,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box9_folder108_cfwrbuilding1996.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box9_folder108_cfwrbuilding1996_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box9_folder108_cfwrbuilding1996_th.jpg
cnr050,,ug92_box9_folder107_loggersports1996_1of2.jpg,"Natural Resources Week, Logger Sports 1996 [1 of 2]","Ortiz, Denise",1996-04-00,1996-04-00,"April 1996 Natural Resources Week, Logger Sports demo. ",natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; women’s studies; diversity; college students; celebrations; logging; loggers; lumber,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box9_folder107_loggersports1996_1of2,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box9_folder107_loggersports1996_1of2.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box9_folder107_loggersports1996_1of2_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box9_folder107_loggersports1996_1of2_th.jpg
cnr051,,ug92_box9_folder107_loggersports1996_2of2.jpg,"Natural Resources Week, Logger Sports 1996 [2 of 2]","Ortiz, Denise",1996-04-00,1996-04-00,"April 1996 Natural Resources Week, Logger Sports demo. ",natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; women’s studies; diversity; college students; celebrations; logging; loggers; lumber,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box9_folder107_loggersports1996_2of2,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box9_folder107_loggersports1996_2of2.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box9_folder107_loggersports1996_2of2_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box9_folder107_loggersports1996_2of2_th.jpg
cnr052,,ug92_box15_folder176_jeffersletter1945.pdf,Dwight Smithson Jeffers Alumni Letter,"Jeffers, Dwight S. ",1945-06-29,1945-06-29,Dean Dwight Jeffers wrote this letter to alumni and ex-students about updates to the School of Forestry and a hopeful end to World War II. ,natural resources; forestry; people in agriculture or natural resource occupations; international; obituaries; colleges (institutions); college students; local histories; newsletters; professors (teachers); deans (educators); world wars,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box15_folder176_jeffersletter1945,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box15_folder176_jeffersletter1945.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box15_folder176_jeffersletter1945_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box15_folder176_jeffersletter1945_th.jpg
cnr053,,ug92_box15_folder181_theidahoforester1924.pdf,"The Idaho Forester, Vol. VI",Associated Foresters,1924,1924,A School of Forestry publication about the lumber industry in Idaho. ,natural resources; forestry; people in agriculture or natural resource occupations; logging; loggers; black-and-white photographs; rangeland; firefighters; journals (periodicals); farming (activity or system); sustainability; environmental engineering; conservation concepts; cultural landscapes/property/heritage; forestry maps; lumber; experiment stations; forest management; forest stations; rangers (forest); history of conservation; environmental impact; environmental sciences; land management; newsletters; college students; professors (teachers); deans (educators),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box15_folder181_theidahoforester1924,Text,document,application/pdf,,College of Natural Resources collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box15_folder181_theidahoforester1924.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box15_folder181_theidahoforester1924_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box15_folder181_theidahoforester1924_th.jpg
cnr054,,ug92_box42__folder531__pinestra1987.mp4,An Introduction to Pinestra,"Guernsey, Roger and Billie",1987-10-10,1987-10-10,"A documentary about Pinestra, a plot of forest land donated to the University of Idaho. ",natural resources; forestry; people in agriculture or natural resource occupations; rangeland; gardening; environmental engineering; conservation concepts; cultural landscapes/property/heritage; VHS; video art; forest management; rangers (forest); local histories; nurseries (horticulture); ecotourism; land management; banquets (feasts); celebrations; college students; documentary film,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box42__folder531__pinestra1987,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/BUvsWMS1BUs,https://img.youtube.com/vi/BUvsWMS1BUs/hqdefault.jpg,https://img.youtube.com/vi/BUvsWMS1BUs/mqdefault.jpg
cnr055,,ug92_box42__folder531__100years2009.mp4,Celebrating 100 Years of Forestry Education,"Nellis, M. Duane",2009-09-11,2009-09-11,"A message from President M. Duane Nellis, ""Celebrating 100 Years of Forestry Education"" September 11, 2009. ",natural resources; forestry; people in agriculture or natural resource occupations; colleges (institutions); VHS; video art; history (discipline); history of conservation; local histories; newsletters; celebrations; centennials; presidents; newsletters,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box42__folder531__100years2009,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/H4Dq8askSCg,https://img.youtube.com/vi/H4Dq8askSCg/hqdefault.jpg,https://img.youtube.com/vi/H4Dq8askSCg/mqdefault.jpg
cnr056,,ug92_box42__folder531__cnrdedication2000.mp4,CNR Dedication and Gala Dinner-Dance ,The University of Idaho,2000,2000,"A dedication and gala dinner to celebrate the name change of the College of Forestry, Wildlife and Range Sciences to the College of Natural Resources (2000). ",natural resources; forestry; people in agriculture or natural resource occupations; colleges (institutions); VHS; video art; history (discipline); history of conservation; local histories; diversity; newsletters; celebrations; centennials; presidents; college students; professors (teachers); deans (educators); banquets (feasts); Native American; Nez Percé (culture or style); Nez Perce (language); cultural landscapes/property/heritage; tribal areas; singing (performing arts genre),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box42__folder531__cnrdedication2000.mp4,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/yuxsDlFxOfA,https://img.youtube.com/vi/yuxsDlFxOfA/hqdefault.jpg,https://img.youtube.com/vi/yuxsDlFxOfA/mqdefault.jpg
cnr057,,ug92_box42__folder531__herewehaveidaho1996.mp4,Here We Have Idaho,The University of Idaho Office of the Provost,1996-04-09,1996-04-09,"A promotional video about new research and technology within the College of Forestry, Wildlife and Range Sciences. ",natural resources; forestry; people in agriculture or natural resource occupations; fisheries; interviews; wildlife; women’s studies; rangeland; diversity; international; sustainability; environmental engineering; sustainable development; conservation concepts; buildings for university or college; college buildings; colleges (institutions); college students; VHS; video art; experiment stations; forest management; forest stations; history of conservation; local histories; ecotourism; environment (earth sciences concept); environmental impact; environmental law; environmental sciences; land management; professors (teachers); deans (educators); research (function); research institutes (institutions); presidents; buildings for university or college; college buildings; newsletters,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box42__folder531__herewehaveidaho1996,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/WmZv9htg1EM,https://img.youtube.com/vi/WmZv9htg1EM/hqdefault.jpg,https://img.youtube.com/vi/WmZv9htg1EM/mqdefault.jpg
cnr058,,ug92_box41__folder530__moose2004.mp4,Moose on the Palouse: Understanding Population Expansion in Anthropogenic Landscapes,Department of Fish and Wildlife Resources,2004,2004,A documentary about Jon Muir's (graduate student) moose population research.,natural resources; forestry; people in agriculture or natural resource occupations; interviews; wildlife; sustainability; conservation concepts; cultural landscapes/property/heritage; college students; VHS; video art; experiment stations; history of conservation; local histories; ecotourism; environment (earth sciences concept); environmental impact; environmental sciences; research (function); research institutes (institutions); documentary film,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box41__folder530__moose2004,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/sD9j-OdSIcI,https://img.youtube.com/vi/sD9j-OdSIcI/hqdefault.jpg,https://img.youtube.com/vi/sD9j-OdSIcI/mqdefault.jpg
cnr059,,ug92_box42__folder531__chuckhatch1997.mp4,Round-table discussion about UI field units by Dean Chuck Hatch,"College of Forestry, Wildlife and Range Sciences",1997,1997,Dean Chuck Hatch discusses the state of UI field units and possible improvements for effective use. ,natural resources; forestry; rangeland; sustainability; environmental engineering; conservation concepts; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; forestry maps; VHS; video art; experiment stations; forest management; forest stations; building history research; history of conservation; local histories; environment (earth sciences concept); land management; professors (teachers); deans (educators); research institutes (institutions); meetings; forestry maps,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box42__folder531__chuckhatch1997,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/YxWXzPa5fEI,https://img.youtube.com/vi/YxWXzPa5fEI/hqdefault.jpg,https://img.youtube.com/vi/YxWXzPa5fEI/mqdefault.jpg
cnr060,,ug92_box42__folder531__roadmap1998.mp4,Silver & Gold: Road Map to the Future ,,1998,1998,"A promotional video about changes to the University of Idaho, including the College of Forestry, Wildlife and Range Sciences. ",natural resources; forestry; people in agriculture or natural resource occupations; interviews; international; cultural landscapes/property/heritage; colleges (institutions); college students; VHS; video art; history of conservation; local histories; newsletters; professors (teachers); research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box42__folder531__roadmap1998,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/Oxq41G_ifHE,https://img.youtube.com/vi/Oxq41G_ifHE/hqdefault.jpg,https://img.youtube.com/vi/Oxq41G_ifHE/mqdefault.jpg
cnr061,,ug92_box41_folder530_syringa1989.mp4,Syringa: Idaho Reflections,University of Idaho Instructional Television,1989-03-25,1989-03-25,"A program highlighting the achievements of some of Idaho's top researchers and creative thinkers, primarily those with biotechnical applications. ",natural resources; forestry; people in agriculture or natural resource occupations; fisheries; interviews; wildlife; women’s studies; rangeland; diversity; international; sustainability; environmental engineering; sustainable development; conservation concepts; buildings for university or college; college buildings; colleges (institutions); college students; VHS; video art; experiment stations; forest management; forest stations; history of conservation; local histories; ecotourism; environment (earth sciences concept); environmental impact; environmental law; environmental sciences; land management; professors (teachers); deans (educators); research (function); research institutes (institutions); buildings for university or college; college buildings; newsletters,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box41_folder530_syringa1989,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/9CWws9f1jrg,https://img.youtube.com/vi/9CWws9f1jrg/hqdefault.jpg,https://img.youtube.com/vi/9CWws9f1jrg/mqdefault.jpg
cnr062,,ug92_box41__folder530__taylorranch1987.mp4,Taylor Ranch: America's Wildest Classroom,The University of Idaho,1987,1987,"A documentary about the history of one of UI's field units, Taylor Ranch. ",natural resources; forestry; people in agriculture or natural resource occupations; interviews; wildlife; rangeland; farming (activity or system); conservation concepts; cultural landscapes/property/heritage; tribal areas; buildings for university or college; college buildings; colleges (institutions); college students; forestry maps; VHS; video art; experiment stations; forest management; forest stations; building history research; history (discipline); history of conservation; local histories; environment (earth sciences concept); environmental sciences; land management; professors (teachers); Native American; research (function); research institutes (institutions); documentary film,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box41__folder530__taylorranch1987,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/MnpFaDhb5tQ,https://img.youtube.com/vi/MnpFaDhb5tQ/hqdefault.jpg,https://img.youtube.com/vi/MnpFaDhb5tQ/mqdefault.jpg
cnr063,,ug92_box42__folder531__cfwrpromo1992.mp4,UI College FWR Promo,,1992,1992,"A promotional video about the College of Forestry, Wildlife and Range Sciences. ",natural resources; forestry; people in agriculture or natural resource occupations; fisheries; wildlife; women’s studies; rangeland; diversity; international; sustainability; environmental engineering; sustainable development; conservation concepts; buildings for university or college; college buildings; colleges (institutions); college students; VHS; video art; experiment stations; forest management; forest stations; history of conservation; local histories; ecotourism; environment (earth sciences concept); environmental impact; environmental law; environmental sciences; land management; professors (teachers); deans (educators); research (function); research institutes (institutions); buildings for university or college; college buildings; newsletters; research (function); research institutes (institutions); documentary film,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box42__folder531__cfwrpromo1992,Image;MovingImage,video,video/mp4,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://youtu.be/nrho0JmUxzA,https://img.youtube.com/vi/nrho0JmUxzA/hqdefault.jpg,https://img.youtube.com/vi/nrho0JmUxzA/mqdefault.jpg
cnr064,,ug92_box26_folder362_cnrblues2003.mp3,CNR Blues,,2003,2003,A student-made blues song about the College of Natural resources. ,natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); fisheries; logging; loggers; wildlife; rangeland; college students; forest management; local histories; professors (teachers); deans (educators); singing (performing arts genre); sound recordings,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box26_folder362_cnrblues2003,Audio recording,music recording,audio/mp3,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,audio,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box26_folder362_cnrblues2003.mp3,,
cnr065,,ug92_box26_folder361_thesnag_issue2_vol103_2003.pdf,"The Snag, Issue 2, Volume 103",College of Natural Resources,2003,2003,This issue includes articles about wolves in the Frank Church Wilderness and weeds. ,natural resources; forestry; people in agriculture or natural resource occupations; environmental policy; wildlife; wild animal parks; national parks; rangeland; gardening; farming (activity or system); journals (periodicals); sustainability; sustainable development; conservation concepts; cultural landscapes/property/heritage; college students; experiment stations; forest stations; history of conservation; local histories; environmental impact; land management; research (function); canis lupus (species); wolves ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box26_folder361_thesnag_issue2_vol103_2003,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box26_folder361_thesnag_issue2_vol103_2003.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box26_folder361_thesnag_issue2_vol103_2003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box26_folder361_thesnag_issue2_vol103_2003_th.jpg
cnr066,,ug92_box26_folder361_thesnag_vol99_no2_09-21-1998.pdf,"The Snag, Vol. 99, No. 2","Boyd, Terri; Compson, Kris-Anna; Eaton, Jason; Januszewski, Robyn; Mueller, Gina; Ulliman, Joseph",1998-09-21,1998-09-21,"This issue includes articles about ""The River/Save Our Dams"" Giant Outdoor Rally, colloquial vernacular, club reports, and student interviews. ",natural resources; forestry; people in agriculture or natural resource occupations; environmental policy; fisheries; interviews; wildlife; journals (periodicals); watersheds (drainage divides); colleges (institutions); college students; ecotourism; environmental sciences; meetings; ecology; dams (hydraulic structures),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box26_folder361_thesnag_vol99_no2_09-21-1998,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box26_folder361_thesnag_vol99_no2_09-21-1998.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box26_folder361_thesnag_vol99_no2_09-21-1998_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box26_folder361_thesnag_vol99_no2_09-21-1998_th.jpg
cnr067,,ug92_box26_folder361_thesnag_vol99_no3_10-08-1998.pdf,"The Snag, Vol. 99, No. 3","Boyd, Terri; Compson, Kris-Anna; Eaton, Jason; Hodge, Deborah; Januszewski, Robyn; Noland, Fred; Mueller, Gina; Ulliman, Joseph",1998-10-08,1998-10-08,"This issue includes articles about degrees, fishing, bull trout, club reports, and the potential for renaming the college to the College of Natural Resources. ",natural resources; forestry; people in agriculture or natural resource occupations; environmental policy; fisheries; interviews; wildlife; journals (periodicals); watersheds (drainage divides); colleges (institutions); college students; ecotourism; environmental sciences; meetings; ecology; logging; loggers; lumber; cultural landscapes/property/heritage,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box26_folder361_thesnag_vol99_no3_10-08-1998,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box26_folder361_thesnag_vol99_no3_10-08-1998.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box26_folder361_thesnag_vol99_no3_10-08-1998_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box26_folder361_thesnag_vol99_no3_10-08-1998_th.jpg
cnr068,,ug92_box26_folder361_thesnag_vol100_09-12-2000.pdf,"The Snag, Vol. 100","Moore, Zac; Larson, Eric; Brumble, Amie June; Barton, Brandon; Ulliman; Joseph",2000-09-12,2000-09-12,"This issue includes articles about the College of Natural Resources Annual BBQ, faculty biographies, a cottontail rabbit, and a cartoon. ",natural resources; forestry; people in agriculture or natural resource occupations; wildlife; journals (periodicals); cultural landscapes/property/heritage; college students; experiment stations; forest stations; history of conservation; local histories; environmental art; banquets (feasts); celebrations; professors (teachers); colleges (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box26_folder361_thesnag_vol100_09-12-2000,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box26_folder361_thesnag_vol100_09-12-2000.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box26_folder361_thesnag_vol100_09-12-2000_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box26_folder361_thesnag_vol100_09-12-2000_th.jpg
cnr069,,ug92_box26_folder361_thesnag_vol103_04-15-2003.pdf,"The Snag, Vol. 103","Barton, Brandon; Berrett, Thad; Corsi, Matt; Naillon, Travis; Prazenica, Adam; Szarkowksi, Jen; Larson, Eric; Ulliman, Joseph",2003-04-15,2003-04-15,"This issue includes articles about redesign in the College of Natural Resources, dam controversy, lectures and presentations, the 2003 CNR Awards Banquet, course cancellation, and club news and events. ",natural resources; forestry; people in agriculture or natural resource occupations; wildlife; journals (periodicals); cultural landscapes/property/heritage; college students; history of conservation; local histories; environmental art; banquets (feasts); celebrations; professors (teachers); meetings; colleges (institutions); fisheries; watersheds (drainage divides); dams (hydraulic structures),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box26_folder361_thesnag_vol103_04-15-2003,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box26_folder361_thesnag_vol103_04-15-2003.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box26_folder361_thesnag_vol103_04-15-2003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box26_folder361_thesnag_vol103_04-15-2003_th.jpg
