objectid,filename,title,creator,description,date,date_is_approximate,subject,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,display_template,object_location,image_small,image_thumb,youtubeid
nsbe-ui_keystosuccess_2010_01,nsbe-ui_keystosuccess_2010_01.jpg,NSBE Keys to Success 2010,National Society of Black Engineers University of Idaho Chapter,"Mouhamado Diop helps student with an activity 
 at an engineering outreach event in 2010",2010,,National Society of Black Engineers University of Idaho Chapter; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/nsbe-ui_keystosuccess_2010_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/nsbe-ui_keystosuccess_2010_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/nsbe-ui_keystosuccess_2010_01_th.jpg,
asa_2016-11-17_africanight_01,asa_2016-11-17_africanight_01.jpg,Africa Night 2016 [1],African Students Association Idaho,Dancer at the 2016 Africa Night.,2016-11-12,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2016-11-17_africanight_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2016-11-17_africanight_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2016-11-17_africanight_01_th.jpg,
asa_2016-11-17_africanight_02,asa_2016-11-17_africanight_02.jpg,Africa Night 2016 [2],African Students Association Idaho,Oluwatomisin Orisadipe (in hat) and another person dancing at the 2016 Africa Night.,2016-11-12,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2016-11-17_africanight_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2016-11-17_africanight_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2016-11-17_africanight_02_th.jpg,
asa_2017-11-04_africanight_01,asa_2017-11-04_africanight_01.jpg,Africa Night 2017 [1],African Students Association Idaho,Students carrying the flags of their country at Africa Night 2017.,2017-11-04,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2017-11-04_africanight_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2017-11-04_africanight_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2017-11-04_africanight_01_th.jpg,
asa_2017-11-04_africanight_03,asa_2017-11-04_africanight_03.jpg,Africa Night 2017 [3],African Students Association Idaho,"dj Goz (acoustic guitar), Labib Sharar Ehsan (electric guitar), and Caleb Murdock (drums) perform at the 2017 Africa Night.",2017-11-04,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2017-11-04_africanight_03.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2017-11-04_africanight_03_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2017-11-04_africanight_03_th.jpg,
asa_2017-11-04_africanight_04,asa_2017-11-04_africanight_04.jpg,Africa Night 2017 [4],African Students Association Idaho,Abigeal Oluwabunmi Ilesanmi performing at the 2017 Africa Night,2017-11-04,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2017-11-04_africanight_04.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2017-11-04_africanight_04_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2017-11-04_africanight_04_th.jpg,
asa_2017-11-04_africanight_05,asa_2017-11-04_africanight_05.jpg,Africa Night 2017 [5],African Students Association Idaho,Fashion show participants dance after the show at the 2017 Africa Night.,2017-11-04,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2017-11-04_africanight_05.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2017-11-04_africanight_05_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2017-11-04_africanight_05_th.jpg,
asa_2017-11-04_africanight_06,asa_2017-11-04_africanight_06.jpg,Africa Night 2017 [6],African Students Association Idaho,Dancers perform at the 2017 Africa Night.,2017-11-04,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2017-11-04_africanight_06.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2017-11-04_africanight_06_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2017-11-04_africanight_06_th.jpg,
asa_2019-10-26_africanight_fashionshow_01,asa_2019-10-26_africanight_fashionshow_01.jpg,Africa Night 2019 - Fashion Show [1],African Students Association Idaho,Fashion show at the 2019 Africa Night.,2019-10-26,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2019-10-26_africanight_fashionshow_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2019-10-26_africanight_fashionshow_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2019-10-26_africanight_fashionshow_01_th.jpg,
asa_2019-10-26_africanight_fashionshow_02,asa_2019-10-26_africanight_fashionshow_02.jpg,Africa Night 2019 - Fashion Show [2],African Students Association Idaho,Fashion show at the 2019 Africa Night.,2019-10-26,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2019-10-26_africanight_fashionshow_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2019-10-26_africanight_fashionshow_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2019-10-26_africanight_fashionshow_02_th.jpg,
asa_2019-10-26_africanight_fashionshow_03,asa_2019-10-26_africanight_fashionshow_03.jpg,Africa Night 2019 - Fashion Show [3],African Students Association Idaho,Participants in the fashion show at the 2019 Africa Night.,2019-10-26,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2019-10-26_africanight_fashionshow_03.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2019-10-26_africanight_fashionshow_03_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2019-10-26_africanight_fashionshow_03_th.jpg,
asa_2019-10-26_africanight_performances_01,asa_2019-10-26_africanight_performances_01.jpg,Africa Night 2019 - Performances [1],African Students Association Idaho,Dancers perform a Ugandan cultural dance at the 2019 Africa Night.,2019-10-26,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2019-10-26_africanight_performances_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2019-10-26_africanight_performances_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2019-10-26_africanight_performances_01_th.jpg,
asa_2019-10-26_africanight_performances_02,asa_2019-10-26_africanight_performances_02.jpg,Africa Night 2019 - Performances [2],African Students Association Idaho,Dancer performing the Ugandan Pot Dance at the 2019 Africa Night.,2019-10-26,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2019-10-26_africanight_performances_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2019-10-26_africanight_performances_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2019-10-26_africanight_performances_02_th.jpg,
asa_2019-10-26_africanight_performances_04,asa_2019-10-26_africanight_performances_04.jpg,Africa Night 2019 - Performances [4],African Students Association Idaho,Performer waves the Senegal flag on stage at the 2019 Africa Night.,2019-10-26,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2019-10-26_africanight_performances_04.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2019-10-26_africanight_performances_04_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2019-10-26_africanight_performances_04_th.jpg,
asa_2019-10-26_africanight_performances_05,asa_2019-10-26_africanight_performances_05.jpg,Africa Night 2019 - Performances [5],African Students Association Idaho,Performer sings at the 2019 Africa Night.,2019-10-26,,African Students Association Idaho; Student organizations,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/asa_2019-10-26_africanight_performances_05.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/asa_2019-10-26_africanight_performances_05_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/asa_2019-10-26_africanight_performances_05_th.jpg,
bsu_2011_jessejackson_01,bsu_2011_jessejackson_01.jpg,Jesse Jackson [1],University of Idaho Black Student Union,"Reverend Jesse Jackson, Jessica Samuels, and others at the University of Idaho Black History Month celebration in 2014.",2014,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2011_jessejackson_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2011_jessejackson_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2011_jessejackson_01_th.jpg,
bsu_2011_jessejackson_02,bsu_2011_jessejackson_02.jpg,Jesse Jackson [2],University of Idaho Black Student Union,Reverend Jesse Jackson and two children at the University of Idaho Black History Month celebration in 2014.,2014,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2011_jessejackson_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2011_jessejackson_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2011_jessejackson_02_th.jpg,
bsu_2014-01-16_lespurce,bsu_2014-01-16_lespurce.jpg,Les Pruce,University of Idaho Black Student Union,"Les Purce, Evergreen State College President, speaks at 2014 Martin Luther King Jr. Week",2014,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2014-01-16_lespurce.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2014-01-16_lespurce_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2014-01-16_lespurce_th.jpg,
bsu_2014-03-27_blackhistorymonthpanel_01,bsu_2014-03-27_blackhistorymonthpanel_01.jpg,Black History Month Panel [1],University of Idaho Black Student Union,"Speakers, Dr. Romuald Afatachao, Dr. Dale Graden, Jessica Samuels, Professor Michael Satz, and Ashly Ray at the 2014 Black History Month discussion panel.",2014,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2014-03-27_blackhistorymonthpanel_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2014-03-27_blackhistorymonthpanel_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2014-03-27_blackhistorymonthpanel_01_th.jpg,
bsu_2014-03-27_blackhistorymonthpanel_02,bsu_2014-03-27_blackhistorymonthpanel_02.jpg,Black History Month Panel [2],University of Idaho Black Student Union,Ashly Ray and Jessica Samuels speaking at the 2014 Black History Month discussion panel.,2014,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2014-03-27_blackhistorymonthpanel_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2014-03-27_blackhistorymonthpanel_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2014-03-27_blackhistorymonthpanel_02_th.jpg,
bsu_2018-03-23_protest_01,bsu_2018-03-23_protest_01.jpg,Protest [1],University of Idaho Black Student Union,"Jessica Samuels and two students protesting outside the University Commons, now the ISUB",2018,yes,Black Student Union; Black Lives Matter,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2018-03-23_protest_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2018-03-23_protest_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2018-03-23_protest_01_th.jpg,
bsu_2018_protest_01,bsu_2018_protest_01.jpg,Protest [2],University of Idaho Black Student Union,Black Lives Matter Protest in downtown Moscow circa 2018.,2018,yes,Black Student Union; Black Lives Matter,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2018_protest_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2018_protest_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2018_protest_01_th.jpg,
bsu_associatedeanstudents,bsu_associatedeanstudents.jpg,Hassel Andre Morrison,University of Idaho Black Student Union,"Hassel Andre Morrison, first Black Associate Dean of Students, and a student at commencement.",2016,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_associatedeanstudents.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_associatedeanstudents_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_associatedeanstudents_th.jpg,
mariopile_01,mariopile_01.jpg,Mario Pile,University of Idaho Black Student Union,"Dr. Sydney Freeman, President Green, Yolanda Bisbee, and the first Director for the Black Student Center, Mario Pile.",2022,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/mariopile_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/mariopile_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/mariopile_01_th.jpg,
bsu_2014_femfest,bsu_2014_femfest.jpg,FEM Fest,University of Idaho Black Student Union,"Jessica Samuels, BSU advisor, and Chelsea Butler, BSU student officer recruiting potential members at FEM Fest 2014.",2014,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2014_femfest.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2014_femfest_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2014_femfest_th.jpg,
bsu_2015_shadesofblack_01,bsu_2015_shadesofblack_01.jpg,Shades of Black Event [1],University of Idaho Black Student Union,Black Student Union (BSU) students after the 2015 Shades of Black event.,2015,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2015_shadesofblack_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2015_shadesofblack_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2015_shadesofblack_01_th.jpg,
bsu_2015_shadesofblack_02,bsu_2015_shadesofblack_02.jpg,Shades of Black Event [2],University of Idaho Black Student Union,Black Student Union (BSU) students after the 2015 Shades of Black event.,2015,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2015_shadesofblack_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2015_shadesofblack_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2015_shadesofblack_02_th.jpg,
bsu_2015_angeladavis_01,bsu_2015_angeladavis_01.jpg,Angela Davis,University of Idaho Black Student Union,"Black Student Union (BSU) student and Angela Davis, Civil Rights activist and icon, at 2015 Martin Luther King Jr. Community Celebration at WSU.",2015,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2015_angeladavis_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2015_angeladavis_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2015_angeladavis_01_th.jpg,
bsu_2015_angeladavis_02,bsu_2015_angeladavis_02.jpg,Angela Davis,University of Idaho Black Student Union,"BSU student and Angela Davis, Civil Rights activist and icon, at 2015 Martin Luther King Jr. Community Celebration at WSU.",2015,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2015_angeladavis_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2015_angeladavis_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2015_angeladavis_02_th.jpg,
bsu_2020_blackstudentwelcome,bsu_2020_blackstudentwelcome.jpg,Black Student Welcome,University of Idaho Black Student Union,Black Student Welcome Event in Fall of 2020.,2020,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2020_blackstudentwelcome.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2020_blackstudentwelcome_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2020_blackstudentwelcome_th.jpg,
bsu_2018_officers_advisors,bsu_2018_officers_advisors.jpg,Black Student Union Officers and Advisors,University of Idaho Black Student Union,"Black Student Union (BSU) advisor, Jessica Samuels, and student officers standing outside the Integrated Research and Innovation Center (IRIC).",2018,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2018_officers_advisors.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2018_officers_advisors_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2018_officers_advisors_th.jpg,
bsu_tabling,bsu_tabling.jpg,Black Student Union Tabling,University of Idaho Black Student Union,BSU students tabling at a student event outside the Idaho Student Union Building (ISUB).,2018,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_tabling.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_tabling_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_tabling_th.jpg,
bsu_2014_promotionboard_2014,bsu_2014_promotionboard_2014.jpg,Black Student Union Promotion Board,University of Idaho Black Student Union,"Tri-fold board to advertise the Black Student Union on campus and their activities, used to table at events.",2014,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2014_promotionboard_2014.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2014_promotionboard_2014_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2014_promotionboard_2014_th.jpg,
